Top Posts,Member,Comments,Reactions,Views,Link,Month
"היי חברים שאלה לצורך לימודי רפואה 🙂
רוצה לשפר את ציון הבגרות שלי ב 5 י״חל
אני על 75
ורוצה לשפר ל 85 ומעלה ( בכל אחד מהשאלונים)
אפשרי להירשם ל 806 ו 807 ביחד בחורף?
מישהו שעשה ויודע אם ריאלי ללמוד לשניהם ביחד ב 3 חודשים?
תודה!!",Anonymous participant,2,0,324,https://www.facebook.com/groups/mlimudim/posts/1086133319043601/,Oct-24
"למדתי (תעודה) UX UI ואין לי ספק שזה התחום שאני רוצה לעסוק בו. אני מתחברת לשני העולמות - עיצוב ופסיכולוגיה, עוד לא הצלחתי להבין לאיזה מהם יותר. איך אני יכולה לדעת איזה תואר עדיף לי? מתלבטת בין פסיכו לתקשורת חזותית
מתלבטת גם מבחינת אפשרויות תעסוקה",Anonymous participant,2,0,296,https://www.facebook.com/groups/mlimudim/posts/1097780131212253/,Oct-24
"היי  לומדת הנדסת חשמל מישהו שיודע איך עובד עיניין של לעבור ממכללה בשנה א ל hit לשנה ב . מה קורה עם נקודות הזכות למשל מדר 5 נקז ובhit 3   ובנוסף מה קןרה עם קורסים שנעשו ואין ב hit 
תודה מראש לעוזרים 😃",Lucy Martinez,2,0,509,https://www.facebook.com/groups/mlimudim/posts/1091062125217387/,Oct-24
היי שלום מחפשת מכללות שהשכר לימוד השנתי שלהם הוא אוניברסיטאי שנע בסביבות 10-15 לתואר ראשון במשפטים,Anonymous participant,1,3,507,https://www.facebook.com/groups/mlimudim/posts/1095360681454198/,Oct-24
"תגידו, יש אתר אחד שמרכז את כל הימים הפתוחים העדכניים של האוניברסיטאות והמכללות בארץ???",Roni Zislis,1,3,429,https://www.facebook.com/groups/mlimudim/posts/1096655337991399/,Oct-24
"היי
יש כאן כאלה שסיימו /באמצע תואר בהנדסה ביו רפואית ויכולים לענות על כמה שאלות?
תודה 🥰",Anonymous participant,1,2,86,https://www.facebook.com/groups/mlimudim/posts/1091370925186507/,Oct-24
"איזה לפטופ מומלץ ללימוד תואר בחינוך?
ובמחיר סביר גם, שלא יהיה יקר מדי",Anonymous participant,1,1,235,https://www.facebook.com/groups/mlimudim/posts/1092075738449359/,Oct-24
"ערב טוב:) 
אני רוצה להתחיל ללמוד הנדסת תעשייה וניהול , אשמח לדעת אם יש כאן בוגרים של התואר שכבר עובדים ובאיזה משרות 
והאם מישהו יכול להסביר לי מה ההבדל בין ההתמחויות מערכות מידע ל מדעי הנתונים 
תודה רבה 🫶🏻",Anonymous participant,1,1,404,https://www.facebook.com/groups/mlimudim/posts/1098001024523497/,Oct-24
"היי השנה עתידה לסיים תואר ראשון בעבודה סוציאלית (בהצטיינות) מעוניינת להמשיך ללימודי תואר ללימודי מדיניות ציבורית . 
אשמח לשמוע האם יש ביקוש ושכר 🙏🏻",Anonymous participant,1,1,307,https://www.facebook.com/groups/mlimudim/posts/1086203059036627/,Oct-24
"היי 🙂 
מתלבטת מאוד אם לעשות תואר בתקשורת/ מנהל עסקים או ללמוד קורס באסטרטגיה פרסום ושיווק בבצפר, צריכה לעבוד במשרה מלאה ולממן לעצמי את הלימודים- מצד אחד הקורס הוא קצר יותר ומאפשר לצאת מהר יותר לשוק העבודה ומצד שני זה לא תואר. מישהו שהיה בהתלבטות דומה ואפשר להתייעץ איתו? 
וגם- בכמה זמן ריאלי לסיים תואר בפתוחה לצד עבודה במשרה מלאה? 🙏🏻",Anonymous participant,1,1,229,https://www.facebook.com/groups/mlimudim/posts/1098563471133919/,Oct-24
"בן 23 שמעוניין להתחיל תואר עוד שנה-שנתיים במדעי המחשב. עדיין לא יודע איפה (מתכנן לעשות פסיכומטרי בהמשך). אני כרגע מחפש עבודה בתור מפתח תוכנה (Mid Level) ושוקל לשלב קורסים בסיסיים באוניברסיטה הפתוחה על מנת להקל על הלימודים כשאתחיל את התואר עצמו.
מישהו כאן כבר עשה את זה? אשמח להתייעץ.
תודה!",Tal Frumkin,1,1,312,https://www.facebook.com/groups/mlimudim/posts/1097382027918730/,Oct-24
"היי
מתלבט בין הנדסאי תוכנה והנדסאי אדריכלות ועיצוב פנים
מתחבר למחשבים ותחום העיצוב,יודע שיש הבדל ביניהם.
לא מתחבר למתמטיקה.
אנשים שלמדו ויכולים לתת מידע מהנסיון שלהם מה פחות מתמטי ומה יותר מעניין ומבוקש בחוץ?🙏",Michael Elbaz,1,1,166,https://www.facebook.com/groups/mlimudim/posts/1095899018067031/,Oct-24
"היי מתלבט בין הנדסאי תוכנה להנדסאי אדריכלות ועיצוב פנים.
לא מתחבר למתמטיקה,איזה מהם יותר ״פשוט״ מהבחינה הזאת? ובכללי אשמח לעצות ותובנות 🙏",Michael Elbaz,1,1,237,https://www.facebook.com/groups/mlimudim/posts/1095462934777306/,Oct-24
"היי אשמח להתייעץ
אני ממש מתעניינת בלימודי תקשורת חזותית - עיצוב גרפי , בניית אתרים
ההתלבטות שלי זה שוק העבודה בחוץ לאחר הלימודים .
אני מהדרום ולא יודעת עד כמה באמת יש ביקוש למקצוע הזה וכמה עבודה
אוהבת את התחום מאוד אך מתלבטת אם שווה להשקיע בזה אם יש בזה עתיד לא בתור עצמאית .
אשמח לייעוץ והכוונה תודה מראש 🫶🏼",Anonymous participant,1,1,341,https://www.facebook.com/groups/mlimudim/posts/1090802328576700/,Oct-24
"יש כאן מישהו שלמד / לומד מדעי ההתנהגות? 
מה דעתכם על התואר? 
ומה אתם עושים / מתכננים לעשות בסיום התואר? 
אשמח לתשובות שיעזרו לי להחליט על כיוון
תודה 🙂",Anonymous participant,1,0,182,https://www.facebook.com/groups/mlimudim/posts/1091525468504386/,Oct-24
"היי, האם יש הבדל משמעותי בלמידת תואר שירותי אנוש בהתמחות ניהול משאבי אנוש לבין ניהול משאבי אנוש ? משפיע על תהליכי הגיוס או הסתכלות על התואר?",Anonymous participant,1,0,208,https://www.facebook.com/groups/mlimudim/posts/1094946018162331/,Oct-24
"תואר שני בריאות הציבור המרכז האקדמי למשפט ולעסקים 
אפשר חוות דעת מניסיון אישי?",כהן אור,1,0,72,https://www.facebook.com/groups/mlimudim/posts/1081730809483852/,Oct-24
"היוש 
מתלבטת איפה ללמוד ניהול ומשאבי אנוש 😊
בן גוריון בבאר שבע/ מכללת ספיר / מכללת פרס ברחובות
מה הכי עדיף ? 🙏🏽

בנוסף צריכה להשלים בגרות במתמטיקה ל4 יחידות , יש קורס מומלץ ? רוצה לגשת במועד חורף",Ella Naor Aharon,1,0,238,https://www.facebook.com/groups/mlimudim/posts/1084428015880798/,Oct-24
"מה כדאי ללמוד? תואר באדריכלות 5שנים ? או לימודי תעודה הנדסאי אדריכל 2.5 שנים? 
מישהו שבתחום? והאם מוצאים עבודה בשניהם?",Anonymous participant,1,0,186,https://www.facebook.com/groups/mlimudim/posts/1082228746100725/,Oct-24
"היי 
מתחילה ללמוד השנה הנדסת מכונות,
מתלבטת אם לקנות MacBook Air m3 16gb ram, יודעת שצריך תוכנות כמו מאטלב וסוליד וורק. 
אשמח לחוות דעת",Anonymous participant,1,0,292,https://www.facebook.com/groups/mlimudim/posts/1085550105768589/,Oct-24
"היי חברים מעוניין להתחיל ללמוד ומתלבט על איזה תואר ללכת (הנדסאי חשמל) התלבטויות בעיקר בהתמחויות ובעבודה שהנדסה ומדמח זה המון מתמטיקה משהו שלא הייתי חזק בו לימודית מנסה למצוא את האיזון לבין אשמח לדעות מנסיונכם 
מתלבט בין 
הנדסת חשמל
מדמ''ח
מערכות מידע ניהוליות",Ziv Harush,1,0,389,https://www.facebook.com/groups/mlimudim/posts/1093320631658203/,Oct-24
